Gene	P1490_PCD_09122016-0	P1490_PCD_27082020-0	P3390_PCD_08032024-0	P3390_PCD_19082024-0	P3390_PCD_30092020-0	P4703_CF_16022007-0	P4703_CF_18022015-0	P4703_CF_XXXX2000-0	P6004_CF_19062007-0	P6004_CF_28052021-0	P6004_CF_30102015-0	NumAsm_WiGene	NumAsm_WiGene_DNASeq
group_3586	1	1	1	1	1	1	1	1	1	1	1	11	11
mreD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3585	1	1	1	1	1	1	1	1	1	1	1	11	11
cyoA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3584	1	1	1	1	1	1	1	1	1	1	1	11	11
yijE~~~eamA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3581	1	1	1	1	1	1	1	1	1	1	1	11	11
trhO	1	1	1	1	1	1	1	1	1	1	1	11	11
ppx	1	1	1	1	1	1	1	1	1	1	1	11	11
ybdD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3578	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3576	1	1	1	1	1	1	1	1	1	1	1	11	11
imp	1	1	1	1	1	1	1	1	1	1	1	11	11
smg	1	1	1	1	1	1	1	1	1	1	1	11	11
flhB	1	1	1	1	1	1	1	1	1	1	1	11	11
corA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3572	1	1	1	1	1	1	1	1	1	1	1	11	11
yhiN	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3566	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3563	1	1	1	1	1	1	1	1	1	1	1	11	11
rssA	1	1	1	1	1	1	1	1	1	1	1	11	11
pheA	1	1	1	1	1	1	1	1	1	1	1	11	11
mdeB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3559	1	1	1	1	1	1	1	1	1	1	1	11	11
pqiA	1	1	1	1	1	1	1	1	1	1	1	11	11
pbpC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3557	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3556	1	1	1	1	1	1	1	1	1	1	1	11	11
dinG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3554	1	1	1	1	1	1	1	1	1	1	1	11	11
lolA	1	1	1	1	1	1	1	1	1	1	1	11	11
cyaY	1	1	1	1	1	1	1	1	1	1	1	11	11
aroK	1	1	1	1	1	1	1	1	1	1	1	11	11
lexA	1	1	1	1	1	1	1	1	1	1	1	11	11
sLT	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3544	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3541	1	1	1	1	1	1	1	1	1	1	1	11	11
serC	1	1	1	1	1	1	1	1	1	1	1	11	11
aceF	1	1	1	1	1	1	1	1	1	1	1	11	11
nlpD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3534	1	1	1	1	1	1	1	1	1	1	1	11	11
yajR~~~araJ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3533	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3532	1	1	1	1	1	1	1	1	1	1	1	11	11
fdhD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3531	1	1	1	1	1	1	1	1	1	1	1	11	11
bepF	1	1	1	1	1	1	1	1	1	1	1	11	11
carA	1	1	1	1	1	1	1	1	1	1	1	11	11
rfaB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3524	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3519	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3517	1	1	1	1	1	1	1	1	1	1	1	11	11
tssQ	1	1	1	1	1	1	1	1	1	1	1	11	11
iclR~~~xynR~~~kdgR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3515	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmJ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3469	1	1	1	1	1	1	1	1	1	1	1	11	11
ecnA	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmH	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmG	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmF	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3393	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3391	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmC	1	1	1	1	1	1	1	1	1	1	1	11	11
phnO	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmI	1	1	1	1	1	1	1	1	1	1	1	11	11
yjbJ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3361	1	1	1	1	1	1	1	1	1	1	1	11	11
rpoZ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3353	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3348	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3346	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsU	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3323	1	1	1	1	1	1	1	1	1	1	1	11	11
mopI	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3318	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3308	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3301	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmB	1	1	1	1	1	1	1	1	1	1	1	11	11
acpP	1	1	1	1	1	1	1	1	1	1	1	11	11
fis	1	1	1	1	1	1	1	1	1	1	1	11	11
atpE	1	1	1	1	1	1	1	1	1	1	1	11	11
ibaG	1	1	1	1	1	1	1	1	1	1	1	11	11
cspC	1	1	1	1	1	1	1	1	1	1	1	11	11
yfhL	1	1	1	1	1	1	1	1	1	1	1	11	11
minE	1	1	1	1	1	1	1	1	1	1	1	11	11
sdhE	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmA	1	1	1	1	1	1	1	1	1	1	1	11	11
infA	1	1	1	1	1	1	1	1	1	1	1	11	11
rpmE2	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3190	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsO	1	1	1	1	1	1	1	1	1	1	1	11	11
ptsH	1	1	1	1	1	1	1	1	1	1	1	11	11
ybeD	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3170	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsS	1	1	1	1	1	1	1	1	1	1	1	11	11
rsc6	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3161	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsQ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3148	1	1	1	1	1	1	1	1	1	1	1	11	11
paaB	1	1	1	1	1	1	1	1	1	1	1	11	11
groES	1	1	1	1	1	1	1	1	1	1	1	11	11
rplW	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsT	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsN	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3088	1	1	1	1	1	1	1	1	1	1	1	11	11
nuoK	1	1	1	1	1	1	1	1	1	1	1	11	11
rplU	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsJ	1	1	1	1	1	1	1	1	1	1	1	11	11
clpS	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3070	1	1	1	1	1	1	1	1	1	1	1	11	11
pntA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3059	1	1	1	1	1	1	1	1	1	1	1	11	11
rplX	1	1	1	1	1	1	1	1	1	1	1	11	11
flhD	1	1	1	1	1	1	1	1	1	1	1	11	11
iscA	1	1	1	1	1	1	1	1	1	1	1	11	11
fdxA	1	1	1	1	1	1	1	1	1	1	1	11	11
trxA	1	1	1	1	1	1	1	1	1	1	1	11	11
grxD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3037	1	1	1	1	1	1	1	1	1	1	1	11	11
rplV	1	1	1	1	1	1	1	1	1	1	1	11	11
yvlD	1	1	1	1	1	1	1	1	1	1	1	11	11
hpf	1	1	1	1	1	1	1	1	1	1	1	11	11
ihfA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_3012	1	1	1	1	1	1	1	1	1	1	1	11	11
glnK	1	1	1	1	1	1	1	1	1	1	1	11	11
fdx	1	1	1	1	1	1	1	1	1	1	1	11	11
yajC	1	1	1	1	1	1	1	1	1	1	1	11	11
mnhC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2966	1	1	1	1	1	1	1	1	1	1	1	11	11
folB	1	1	1	1	1	1	1	1	1	1	1	11	11
rplT	1	1	1	1	1	1	1	1	1	1	1	11	11
nuoA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2949	1	1	1	1	1	1	1	1	1	1	1	11	11
rplR	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsM	1	1	1	1	1	1	1	1	1	1	1	11	11
rplN	1	1	1	1	1	1	1	1	1	1	1	11	11
panD	1	1	1	1	1	1	1	1	1	1	1	11	11
cnoX	1	1	1	1	1	1	1	1	1	1	1	11	11
apaG	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsF	1	1	1	1	1	1	1	1	1	1	1	11	11
gcvH	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsL	1	1	1	1	1	1	1	1	1	1	1	11	11
secE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2887	1	1	1	1	1	1	1	1	1	1	1	11	11
rplL	1	1	1	1	1	1	1	1	1	1	1	11	11
rplS	1	1	1	1	1	1	1	1	1	1	1	11	11
cheY	1	1	1	1	1	1	1	1	1	1	1	11	11
rplQ	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsH	1	1	1	1	1	1	1	1	1	1	1	11	11
chrR	1	1	1	1	1	1	1	1	1	1	1	11	11
rbfA	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsK	1	1	1	1	1	1	1	1	1	1	1	11	11
manX	1	1	1	1	1	1	1	1	1	1	1	11	11
ectC	1	1	1	1	1	1	1	1	1	1	1	11	11
iscU	1	1	1	1	1	1	1	1	1	1	1	11	11
rplP	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2792	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2782	1	1	1	1	1	1	1	1	1	1	1	11	11
atpC	1	1	1	1	1	1	1	1	1	1	1	11	11
ndk	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2758	1	1	1	1	1	1	1	1	1	1	1	11	11
rplK	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2737	1	1	1	1	1	1	1	1	1	1	1	11	11
ridA	1	1	1	1	1	1	1	1	1	1	1	11	11
cadR	1	1	1	1	1	1	1	1	1	1	1	11	11
pasT	1	1	1	1	1	1	1	1	1	1	1	11	11
rplO	1	1	1	1	1	1	1	1	1	1	1	11	11
yhfA	1	1	1	1	1	1	1	1	1	1	1	11	11
fliJ	1	1	1	1	1	1	1	1	1	1	1	11	11
mraZ	1	1	1	1	1	1	1	1	1	1	1	11	11
fabZ	1	1	1	1	1	1	1	1	1	1	1	11	11
ptsN	1	1	1	1	1	1	1	1	1	1	1	11	11
mscL	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2679	1	1	1	1	1	1	1	1	1	1	1	11	11
kdsD	1	1	1	1	1	1	1	1	1	1	1	11	11
hupA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2677	1	1	1	1	1	1	1	1	1	1	1	11	11
dksA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2646	1	1	1	1	1	1	1	1	1	1	1	11	11
atpF	1	1	1	1	1	1	1	1	1	1	1	11	11
rlmH	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsG	1	1	1	1	1	1	1	1	1	1	1	11	11
lrp	1	1	1	1	1	1	1	1	1	1	1	11	11
smpB	1	1	1	1	1	1	1	1	1	1	1	11	11
def	1	1	1	1	1	1	1	1	1	1	1	11	11
greA	1	1	1	1	1	1	1	1	1	1	1	11	11
bfr	1	1	1	1	1	1	1	1	1	1	1	11	11
nuoB	1	1	1	1	1	1	1	1	1	1	1	11	11
yajQ	1	1	1	1	1	1	1	1	1	1	1	11	11
tssE	1	1	1	1	1	1	1	1	1	1	1	11	11
cvpA	1	1	1	1	1	1	1	1	1	1	1	11	11
rfaE	1	1	1	1	1	1	1	1	1	1	1	11	11
nuoI	1	1	1	1	1	1	1	1	1	1	1	11	11
ilvN	1	1	1	1	1	1	1	1	1	1	1	11	11
cheW	1	1	1	1	1	1	1	1	1	1	1	11	11
nusB	1	1	1	1	1	1	1	1	1	1	1	11	11
infC	1	1	1	1	1	1	1	1	1	1	1	11	11
tssD	1	1	1	1	1	1	1	1	1	1	1	11	11
coaD	1	1	1	1	1	1	1	1	1	1	1	11	11
yciA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2527	1	1	1	1	1	1	1	1	1	1	1	11	11
fur	1	1	1	1	1	1	1	1	1	1	1	11	11
ahpD	1	1	1	1	1	1	1	1	1	1	1	11	11
paaY	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsE	1	1	1	1	1	1	1	1	1	1	1	11	11
purE	1	1	1	1	1	1	1	1	1	1	1	11	11
tssB	1	1	1	1	1	1	1	1	1	1	1	11	11
rplJ	1	1	1	1	1	1	1	1	1	1	1	11	11
ppa	1	1	1	1	1	1	1	1	1	1	1	11	11
ribH	1	1	1	1	1	1	1	1	1	1	1	11	11
nusG	1	1	1	1	1	1	1	1	1	1	1	11	11
rplE	1	1	1	1	1	1	1	1	1	1	1	11	11
secB	1	1	1	1	1	1	1	1	1	1	1	11	11
hpt1	1	1	1	1	1	1	1	1	1	1	1	11	11
iscR	1	1	1	1	1	1	1	1	1	1	1	11	11
folE	1	1	1	1	1	1	1	1	1	1	1	11	11
orn	1	1	1	1	1	1	1	1	1	1	1	11	11
rimP	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2446	1	1	1	1	1	1	1	1	1	1	1	11	11
greB	1	1	1	1	1	1	1	1	1	1	1	11	11
regA	1	1	1	1	1	1	1	1	1	1	1	11	11
wzb	1	1	1	1	1	1	1	1	1	1	1	11	11
efp	1	1	1	1	1	1	1	1	1	1	1	11	11
dcd	1	1	1	1	1	1	1	1	1	1	1	11	11
ubiX	1	1	1	1	1	1	1	1	1	1	1	11	11
phaR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2395	1	1	1	1	1	1	1	1	1	1	1	11	11
pgsA	1	1	1	1	1	1	1	1	1	1	1	11	11
chrA	1	1	1	1	1	1	1	1	1	1	1	11	11
slmA	1	1	1	1	1	1	1	1	1	1	1	11	11
sodB	1	1	1	1	1	1	1	1	1	1	1	11	11
flhC	1	1	1	1	1	1	1	1	1	1	1	11	11
speG	1	1	1	1	1	1	1	1	1	1	1	11	11
hisB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2342	1	1	1	1	1	1	1	1	1	1	1	11	11
pth	1	1	1	1	1	1	1	1	1	1	1	11	11
rpoE	1	1	1	1	1	1	1	1	1	1	1	11	11
recR	1	1	1	1	1	1	1	1	1	1	1	11	11
pabA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2302	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2301	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2293	1	1	1	1	1	1	1	1	1	1	1	11	11
rplD	1	1	1	1	1	1	1	1	1	1	1	11	11
yihA	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsD	1	1	1	1	1	1	1	1	1	1	1	11	11
fixJ	1	1	1	1	1	1	1	1	1	1	1	11	11
kynB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2249	1	1	1	1	1	1	1	1	1	1	1	11	11
argO	1	1	1	1	1	1	1	1	1	1	1	11	11
cheZ	1	1	1	1	1	1	1	1	1	1	1	11	11
upp	1	1	1	1	1	1	1	1	1	1	1	11	11
ahpC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2204	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2202	1	1	1	1	1	1	1	1	1	1	1	11	11
leuD	1	1	1	1	1	1	1	1	1	1	1	11	11
atoA	1	1	1	1	1	1	1	1	1	1	1	11	11
clpP	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2175	1	1	1	1	1	1	1	1	1	1	1	11	11
metP	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2172	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2169	1	1	1	1	1	1	1	1	1	1	1	11	11
metI	1	1	1	1	1	1	1	1	1	1	1	11	11
glnP	1	1	1	1	1	1	1	1	1	1	1	11	11
pyrH	1	1	1	1	1	1	1	1	1	1	1	11	11
artQ	1	1	1	1	1	1	1	1	1	1	1	11	11
queH	1	1	1	1	1	1	1	1	1	1	1	11	11
ybbA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2117	1	1	1	1	1	1	1	1	1	1	1	11	11
pcm	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2089	1	1	1	1	1	1	1	1	1	1	1	11	11
rplC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2086	1	1	1	1	1	1	1	1	1	1	1	11	11
kdpE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2073	1	1	1	1	1	1	1	1	1	1	1	11	11
atoD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2050	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2049	1	1	1	1	1	1	1	1	1	1	1	11	11
rplA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2040	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2034	1	1	1	1	1	1	1	1	1	1	1	11	11
ybhL	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2027	1	1	1	1	1	1	1	1	1	1	1	11	11
sdhB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2015	1	1	1	1	1	1	1	1	1	1	1	11	11
group_2007	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1999	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1986	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1985	1	1	1	1	1	1	1	1	1	1	1	11	11
grxC	1	1	1	1	1	1	1	1	1	1	1	11	11
fadR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1973	1	1	1	1	1	1	1	1	1	1	1	11	11
tACO1	1	1	1	1	1	1	1	1	1	1	1	11	11
pqqC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1961	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1952	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1949	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1947	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1940	1	1	1	1	1	1	1	1	1	1	1	11	11
hisA	1	1	1	1	1	1	1	1	1	1	1	11	11
mngR	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsB	1	1	1	1	1	1	1	1	1	1	1	11	11
fixA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1913	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1909	1	1	1	1	1	1	1	1	1	1	1	11	11
gpmA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1898	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1885	1	1	1	1	1	1	1	1	1	1	1	11	11
rnc	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1877	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1849	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1837	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1825	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1824	1	1	1	1	1	1	1	1	1	1	1	11	11
pssA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1823	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1817	1	1	1	1	1	1	1	1	1	1	1	11	11
surA	1	1	1	1	1	1	1	1	1	1	1	11	11
flgG	1	1	1	1	1	1	1	1	1	1	1	11	11
xthA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1764	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1760	1	1	1	1	1	1	1	1	1	1	1	11	11
rpsC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1756	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1755	1	1	1	1	1	1	1	1	1	1	1	11	11
nlpA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1746	1	1	1	1	1	1	1	1	1	1	1	11	11
parA	1	1	1	1	1	1	1	1	1	1	1	11	11
ydcV	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1731	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1726	1	1	1	1	1	1	1	1	1	1	1	11	11
potC	1	1	1	1	1	1	1	1	1	1	1	11	11
thiG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1706	1	1	1	1	1	1	1	1	1	1	1	11	11
tauB	1	1	1	1	1	1	1	1	1	1	1	11	11
minD	1	1	1	1	1	1	1	1	1	1	1	11	11
iclR	1	1	1	1	1	1	1	1	1	1	1	11	11
pyrF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1683	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1681	1	1	1	1	1	1	1	1	1	1	1	11	11
map	1	1	1	1	1	1	1	1	1	1	1	11	11
dapD	1	1	1	1	1	1	1	1	1	1	1	11	11
ftsQ	1	1	1	1	1	1	1	1	1	1	1	11	11
rplB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1666	1	1	1	1	1	1	1	1	1	1	1	11	11
urtD	1	1	1	1	1	1	1	1	1	1	1	11	11
folD	1	1	1	1	1	1	1	1	1	1	1	11	11
ugpE	1	1	1	1	1	1	1	1	1	1	1	11	11
lpxH	1	1	1	1	1	1	1	1	1	1	1	11	11
proW	1	1	1	1	1	1	1	1	1	1	1	11	11
ribF	1	1	1	1	1	1	1	1	1	1	1	11	11
hpnD	1	1	1	1	1	1	1	1	1	1	1	11	11
elsH	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1581	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1575	1	1	1	1	1	1	1	1	1	1	1	11	11
motA	1	1	1	1	1	1	1	1	1	1	1	11	11
rpiR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1558	1	1	1	1	1	1	1	1	1	1	1	11	11
cyoC	1	1	1	1	1	1	1	1	1	1	1	11	11
rapZ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1545	1	1	1	1	1	1	1	1	1	1	1	11	11
accD	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1541	1	1	1	1	1	1	1	1	1	1	1	11	11
purC	1	1	1	1	1	1	1	1	1	1	1	11	11
atpB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1538	1	1	1	1	1	1	1	1	1	1	1	11	11
htpX	1	1	1	1	1	1	1	1	1	1	1	11	11
sucD	1	1	1	1	1	1	1	1	1	1	1	11	11
mreC	1	1	1	1	1	1	1	1	1	1	1	11	11
rpoH	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1518	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1516	1	1	1	1	1	1	1	1	1	1	1	11	11
ugpA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1512	1	1	1	1	1	1	1	1	1	1	1	11	11
era	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1509	1	1	1	1	1	1	1	1	1	1	1	11	11
mmsB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1508	1	1	1	1	1	1	1	1	1	1	1	11	11
livG	1	1	1	1	1	1	1	1	1	1	1	11	11
fdxH	1	1	1	1	1	1	1	1	1	1	1	11	11
prfB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1461	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1459	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1458	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1441	1	1	1	1	1	1	1	1	1	1	1	11	11
hflC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1440	1	1	1	1	1	1	1	1	1	1	1	11	11
argB	1	1	1	1	1	1	1	1	1	1	1	11	11
atpG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1432	1	1	1	1	1	1	1	1	1	1	1	11	11
leuA	1	1	1	1	1	1	1	1	1	1	1	11	11
cysD	1	1	1	1	1	1	1	1	1	1	1	11	11
hipB	1	1	1	1	1	1	1	1	1	1	1	11	11
glyQ	1	1	1	1	1	1	1	1	1	1	1	11	11
ycgM	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1400	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1395	1	1	1	1	1	1	1	1	1	1	1	11	11
metR	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1384	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1382	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1381	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1380	1	1	1	1	1	1	1	1	1	1	1	11	11
ilvE	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1376	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1373	1	1	1	1	1	1	1	1	1	1	1	11	11
acuC	1	1	1	1	1	1	1	1	1	1	1	11	11
lpxC	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1368	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1356	1	1	1	1	1	1	1	1	1	1	1	11	11
hflK	1	1	1	1	1	1	1	1	1	1	1	11	11
dppC	1	1	1	1	1	1	1	1	1	1	1	11	11
hprK	1	1	1	1	1	1	1	1	1	1	1	11	11
dapA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1345	1	1	1	1	1	1	1	1	1	1	1	11	11
fixB	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1342	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1336	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1334	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1324	1	1	1	1	1	1	1	1	1	1	1	11	11
secF	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1306	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1299	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1296	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1295	1	1	1	1	1	1	1	1	1	1	1	11	11
nupQ	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1280	1	1	1	1	1	1	1	1	1	1	1	11	11
prs	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1270	1	1	1	1	1	1	1	1	1	1	1	11	11
trxB	1	1	1	1	1	1	1	1	1	1	1	11	11
argF	1	1	1	1	1	1	1	1	1	1	1	11	11
ispB	1	1	1	1	1	1	1	1	1	1	1	11	11
accA	1	1	1	1	1	1	1	1	1	1	1	11	11
ctaG	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1214	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1211	1	1	1	1	1	1	1	1	1	1	1	11	11
yiaO	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1194	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1181	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1180	1	1	1	1	1	1	1	1	1	1	1	11	11
yfeH	1	1	1	1	1	1	1	1	1	1	1	11	11
iaaA	1	1	1	1	1	1	1	1	1	1	1	11	11
fabH	1	1	1	1	1	1	1	1	1	1	1	11	11
rpoA	1	1	1	1	1	1	1	1	1	1	1	11	11
group_1131	1	1	1	1	1	1	1	1	1	1	1	11	11
mdh	1	1	1	1	1	1	1	1	1	1	1	11	11
paaA	1	1	1	1	1	1	1	1	1	1	1	11	11
cysM	1	1	1	1	1	1	1	1	1	1	1	11	11
hrcA	1	1	1	1	1	1	1	1	1	1	1	11	11
dppB	1	1	1	1	1	1	1	1	1	1	1	11	11
fliG	1	1	1	1	1	1	1	1	1	1	1	11	11
